Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A906700,Hercules,07/09/2024 10:16:00 PM,July 2024,5403 West Gate Blvd in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Labrador Retriever Mix,Tan/White
A909059,,07/09/2024 10:16:00 PM,July 2024,5403 West Gate Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,6 days,Border Collie Mix,Chocolate
A909057,*Dolly,07/09/2024 10:16:00 PM,July 2024,5403 West Gate Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Border Collie Mix,Black/White
A909058,,07/09/2024 10:16:00 PM,July 2024,5403 West Gate Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,6 days,Border Collie Mix,Black/White
A909060,,07/09/2024 10:16:00 PM,July 2024,5403 West Gate Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,6 days,Border Collie Mix,Black/White
A909068,Garfield,07/10/2024 09:01:00 AM,July 2024,5808 Shanjia Drive in Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair,Orange Tabby
A909081,Tippa,07/10/2024 10:37:00 AM,July 2024,7523 Glenhill Rd in Austin (TX),Public Assist,Normal,Dog,Intact Female,7 years,American Staffordshire Terrier,Black/White
A909084,*Harland,07/10/2024 10:42:00 AM,July 2024,8810 N Lamar in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd,Black/Tan
A854565,Lola,07/10/2024 10:57:00 AM,July 2024,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,5 years,American Bulldog Mix,White/Brown Brindle
A909086,*Bubbles,07/10/2024 11:17:00 AM,July 2024,Johnny Morris Rd in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,White
A909088,*Gizmo,07/10/2024 11:22:00 AM,July 2024,8300 Ih W35 in Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair,Orange Tabby
A909090,,07/10/2024 11:33:00 AM,July 2024,2347 Douglas St in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Maltese Mix,Cream
A909096,*Alpha,07/10/2024 11:33:00 AM,July 2024,2347 Douglas St in Austin (TX),Stray,Normal,Dog,Intact Male,4 weeks,Chihuahua Shorthair/Cairn Terrier,Brown/Black
A909095,*Beta,07/10/2024 11:33:00 AM,July 2024,2347 Douglas St in Austin (TX),Stray,Normal,Dog,Intact Female,4 weeks,Chihuahua Shorthair/Cairn Terrier,Black/Brown
A909093,*Charlie,07/10/2024 11:33:00 AM,July 2024,2347 Douglas St in Austin (TX),Stray,Normal,Dog,Intact Male,4 weeks,Chihuahua Shorthair/Cairn Terrier,Black/Brown
A909094,*Delta,07/10/2024 11:33:00 AM,July 2024,2347 Douglas St in Austin (TX),Stray,Normal,Dog,Intact Female,4 weeks,Chihuahua Shorthair/Cairn Terrier,Black/Brown
A909097,,07/10/2024 11:33:00 AM,July 2024,2347 Douglas St in Austin (TX),Stray,Normal,Dog,Intact Female,4 weeks,Chihuahua Shorthair/Cairn Terrier,Brown/Black
A904047,Switch,07/10/2024 11:39:00 AM,July 2024,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair,Orange Tabby
A909108,*Moon,07/10/2024 11:54:00 AM,July 2024,5504 Bolm Rd in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Tortie
A909106,Metallica,07/10/2024 11:54:00 AM,July 2024,5504 Bolm Rd in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Calico
A908153,*Miso,07/10/2024 12:55:00 PM,July 2024,1600 Wickersham Lane in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair,Brown Tabby/White
A909119,,07/10/2024 12:56:00 PM,July 2024,3259 Parker Lane in Austin (TX),Stray,Neonatal,Cat,Intact Female,2 weeks,Domestic Shorthair,Tortie
A909121,,07/10/2024 12:56:00 PM,July 2024,3259 Parker Lane in Austin (TX),Stray,Neonatal,Cat,Intact Male,2 weeks,Domestic Shorthair,Orange Tabby
A909120,,07/10/2024 12:56:00 PM,July 2024,3259 Parker Lane in Austin (TX),Stray,Neonatal,Cat,Unknown,1 week,Domestic Shorthair,Tortie
A909118,,07/10/2024 12:59:00 PM,July 2024,1301 W Oltorf in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Calico
A909122,*Gilly,07/10/2024 01:18:00 PM,July 2024,E 30Th St in Austin (TX),Stray,Injured,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby
A895865,Sasha,07/10/2024 02:27:00 PM,July 2024,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,8 months,Great Dane,White
A909129,*Yang,07/10/2024 02:33:00 PM,July 2024,Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,White/Black
A909130,*Yin,07/10/2024 02:33:00 PM,July 2024,Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Black/White
A886029,*Yondu,07/10/2024 03:05:00 PM,July 2024,Austin (TX),Owner Surrender,Injured,Dog,Neutered Male,5 years,German Shepherd Mix,Brown/Black
A909134,,07/10/2024 03:12:00 PM,July 2024,1711 Rutland Drve in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Blue/White
A909133,,07/10/2024 03:12:00 PM,July 2024,1711 Rutland Drve in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Black/White
A909135,,07/10/2024 03:12:00 PM,July 2024,1711 Rutland Drve in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Orange Tabby/White
A909132,,07/10/2024 03:12:00 PM,July 2024,1711 Rutland Drve in Austin (TX),Stray,Normal,Cat,Intact Female,3 years,Domestic Shorthair,Tortie
A909131,Cheeto,07/10/2024 03:12:00 PM,July 2024,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,7 years,Domestic Shorthair,Orange Tabby/White
A900415,Hot Pocket,07/10/2024 03:16:00 PM,July 2024,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Labrador Retriever Mix,Tan/White
A907458,*Katy Cat,07/10/2024 03:35:00 PM,July 2024,1504 Collindale Drive in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair,Blue
A907459,*Ohhh Bonnie Mcmurray,07/10/2024 03:35:00 PM,July 2024,1504 Collindale Drive in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair,Blue Tabby
A907457,*Daryl,07/10/2024 03:35:00 PM,July 2024,1504 Collindale Drive in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Blue
A907456,*Wayne,07/10/2024 03:35:00 PM,July 2024,1504 Collindale Drive in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Cream Tabby/White
A909139,*Nori,07/10/2024 03:46:00 PM,July 2024,4800 Avalon Ave in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Black
A909137,Orion,07/10/2024 03:46:00 PM,July 2024,4800 Avalon Ave in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Black
A909142,,07/10/2024 04:09:00 PM,July 2024,Oak Trl in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair,Black/White
A909145,,07/10/2024 05:02:00 PM,July 2024,Woodward St And Willowrun Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Orange Tabby
A909149,*Thornton,07/10/2024 05:34:00 PM,July 2024,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,German Shepherd,Brown/Black
A909148,*Soda Pop,07/10/2024 05:52:00 PM,July 2024,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,6 years,German Shepherd,Brown/Black
A909164,*Misty,07/10/2024 09:13:00 PM,July 2024,5508 Ferret Path in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Torbie
A909172,*Ray,07/11/2024 06:57:00 AM,July 2024,3310 Dunliegh Dr in Austin (TX),Stray,Sick,Cat,Intact Male,12 years,Domestic Shorthair,Blue
A909178,,07/11/2024 09:46:00 AM,July 2024,8305 Garcreek in Austin (TX),Abandoned,Sick,Dog,Intact Male,1 month,Chihuahua Shorthair/Dachshund,Brown Merle
A909180,*Bronco,07/11/2024 10:10:00 AM,July 2024,Harris Branch in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull Mix,White
A909071,*Carl,07/11/2024 10:51:00 AM,July 2024,1430 Frontier Valley Drive in Austin (TX),Owner Surrender,Sick,Dog,Intact Male,5 months,Great Pyrenees/Labrador Retriever,White
A909183,,07/11/2024 11:04:00 AM,July 2024,6804 Cruz St in Austin (TX),Stray,Medical,Cat,Intact Female,1 month,Domestic Shorthair,Black
A854564,Cholo,07/11/2024 11:12:00 AM,July 2024,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,American Bulldog Mix,Brown Brindle/White
A890881,*Meatball Max,07/11/2024 11:22:00 AM,July 2024,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Pit Bull/Bulldog,White/Black
A909185,*Coconut,07/11/2024 11:36:00 AM,July 2024,2115 South Lamar Boulevard in Austin (TX),Stray,Sick,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby
A909186,*Pina Colada,07/11/2024 11:36:00 AM,July 2024,2115 South Lamar Boulevard in Austin (TX),Stray,Sick,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby
A909187,,07/11/2024 11:36:00 AM,July 2024,2115 South Lamar Boulevard in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby
A908955,Kaiya,07/11/2024 11:38:00 AM,July 2024,7603 Bennets Avenue in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Black Mouth Cur,Brown/Black
A909195,Frisco,07/11/2024 12:15:00 PM,July 2024,8805 Redfield Ln in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Brown Tabby
A909196,Pinguino,07/11/2024 12:15:00 PM,July 2024,8805 Redfield Ln in Austin (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Medium Hair,Black/White
A909190,Luna,07/11/2024 12:20:00 PM,July 2024,2502 Quicksilver Blvd in Austin (TX),Public Assist,Normal,Cat,Spayed Female,7 years,Siamese,Seal Point
A909189,Lorenzo,07/11/2024 12:20:00 PM,July 2024,2502 Quicksilver Blvd in Austin (TX),Public Assist,Normal,Cat,Neutered Male,1 year,Domestic Shorthair,Orange Tabby
A909188,Coco,07/11/2024 12:20:00 PM,July 2024,12041 Dessau Rd 212 in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Labrador Retriever Mix,Black/Tan
A905282,Monte,07/11/2024 12:20:00 PM,July 2024,2502 Quicksilver Blvd in Austin (TX),Public Assist,Normal,Dog,Intact Male,3 years,Great Pyrenees,White
A908574,*Brownie,07/11/2024 12:33:00 PM,July 2024,15700 Forest Glen Cove in Travis (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby
A908573,*Tiny,07/11/2024 12:33:00 PM,July 2024,15700 Forest Glen Cove in Travis (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby
A909199,*Julie,07/11/2024 12:51:00 PM,July 2024,2815 E Highway 71 in Travis (TX),Stray,Normal,Cat,Intact Female,1 year,Snowshoe Mix,Lilac Point
A895610,*Ansley,07/11/2024 01:11:00 PM,July 2024,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,9 months,American Foxhound Mix,White/Brown Brindle
A908249,*Sadie,07/11/2024 02:47:00 PM,July 2024,Austin (TX),Owner Surrender,Sick,Cat,Spayed Female,3 months,Domestic Shorthair,Tortie
A909207,149 Grams,07/11/2024 02:49:00 PM,July 2024,8800 N Ih 35 in Austin (TX),Stray,Neonatal,Cat,Intact Female,1 weeks,Domestic Shorthair,Brown Tabby
A909206,139 Grams,07/11/2024 02:49:00 PM,July 2024,8800 N Ih 35 in Austin (TX),Stray,Neonatal,Cat,Intact Male,1 weeks,Domestic Shorthair,Brown Tabby
A909205,165 Grams,07/11/2024 02:49:00 PM,July 2024,8800 N Ih 35 in Austin (TX),Stray,Neonatal,Cat,Intact Male,1 weeks,Domestic Shorthair,Brown Tabby
A907488,*Mulch,07/11/2024 03:45:00 PM,July 2024,4700 Grover Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Tortie
A907490,*Muffin,07/11/2024 03:45:00 PM,July 2024,4700 Grover Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Tortie
A907493,*Butter,07/11/2024 03:45:00 PM,July 2024,4700 Grover Avenue in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Orange Tabby
A907491,*Bread,07/11/2024 03:45:00 PM,July 2024,4700 Grover Avenue in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Orange Tabby/White
A907492,*Toast,07/11/2024 03:45:00 PM,July 2024,4700 Grover Avenue in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Blue
A909212,Ivy,07/11/2024 04:07:00 PM,July 2024,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Pit Bull,Brown/White
A909211,Linda,07/11/2024 04:07:00 PM,July 2024,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Bulldog/Pit Bull,White/Red Tick
A909214,Blu,07/11/2024 04:54:00 PM,July 2024,6700 Cooper Ln in Austin (TX),Public Assist,Normal,Dog,Spayed Female,5 years,Great Dane,Blue
A909241,,07/11/2024 06:00:00 PM,July 2024,1301 W Oltorf in Austin (TX),Stray,Neonatal,Cat,Unknown,0 years,Domestic Shorthair,White
A909242,,07/11/2024 06:00:00 PM,July 2024,1301 W Oltorf in Austin (TX),Stray,Neonatal,Cat,Unknown,0 years,Domestic Shorthair,White
A909239,,07/11/2024 06:00:00 PM,July 2024,1301 W Oltorf in Austin (TX),Stray,Neonatal,Cat,Unknown,0 years,Domestic Shorthair,White
A909243,,07/11/2024 06:00:00 PM,July 2024,1301 W Oltorf in Austin (TX),Stray,Neonatal,Cat,Unknown,0 years,Domestic Shorthair,White
A909240,,07/11/2024 06:00:00 PM,July 2024,1301 W Oltorf in Austin (TX),Stray,Neonatal,Cat,Unknown,0 years,Domestic Shorthair,White
A909224,,07/12/2024 07:20:00 AM,July 2024,7811 South 1St Street in Austin (TX),Stray,Injured,Cat,Intact Female,2 weeks,Domestic Shorthair,Silver Tabby
A909225,*Blizzard,07/12/2024 08:58:00 AM,July 2024,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Intact Male,9 months,Australian Shepherd/Alaskan Husky,Blue Merle/Tan
A909228,,07/12/2024 11:11:00 AM,July 2024,1915 East Whitestone Blvd in Cedar Park (TX),Stray,Injured,Dog,Intact Male,1 year,Plott Hound Mix,Brown Brindle
A908694,Duke,07/12/2024 11:23:00 AM,July 2024,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Alaskan Malamute Mix,White/Black
A826201,*Winnie,07/12/2024 11:33:00 AM,July 2024,1313 Webberville Road in Travis (TX),Stray,Sick,Dog,Intact Female,4 years,Chihuahua Shorthair,Brown
A909244,*Brutus,07/12/2024 11:58:00 AM,July 2024,Austin (TX),Stray,Normal,Dog,Intact Male,4 years,German Shepherd,Brown/Black
A909248,Rajah,07/12/2024 12:32:00 PM,July 2024,12712 St Thomas Drive in Travis (TX),Stray,Sick,Dog,Intact Female,2 years,Rottweiler,Black/Brown
A909257,Greedo,07/12/2024 01:38:00 PM,July 2024,1700 Teri Rd in Austin (TX),Public Assist,Normal,Dog,Intact Male,3 years,American Staffordshire Terrier,Brown
A877031,Fendi,07/12/2024 01:38:00 PM,July 2024,1700 Teri Rd in Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,Pit Bull,Black/Brown
A909262,Midnight,07/12/2024 01:42:00 PM,July 2024,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Labrador Retriever,Black
A909260,Skyla,07/12/2024 01:42:00 PM,July 2024,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Labrador Retriever,Brown/White
A876717,Kinzy,07/12/2024 01:42:00 PM,July 2024,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,4 years,Labrador Retriever Mix,White/Black
A909253,,07/12/2024 01:50:00 PM,July 2024,7701 North Lamar Blvd in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Gray
A909266,*Kawaii,07/12/2024 02:49:00 PM,July 2024,5706 Peppertree Parkway in Austin (TX),Stray,Injured,Cat,Intact Female,2 months,Domestic Shorthair,Brown Tabby
A909267,*Amai,07/12/2024 02:49:00 PM,July 2024,5706 Peppertree Parkway in Austin (TX),Stray,Injured,Cat,Intact Female,2 months,Domestic Shorthair,Brown Tabby
A909271,Skipps,07/12/2024 03:56:00 PM,July 2024,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Border Collie,White
A909273,Kurt Balzary,07/12/2024 04:27:00 PM,July 2024,Austin (TX),Owner Surrender,Injured,Cat,Intact Male,2 years,Domestic Shorthair,Brown Tabby/White
A909308,,07/12/2024 05:02:00 PM,July 2024,Woodward St And Willowrun Dr in Austin (TX),Stray,Normal,Cat,Unknown,0 years,Domestic Shorthair,Orange Tabby
A909311,,07/12/2024 05:02:00 PM,July 2024,Woodward St And Willowrun Dr in Austin (TX),Stray,Normal,Cat,Unknown,0 years,Domestic Shorthair,Orange Tabby
A909312,,07/12/2024 05:02:00 PM,July 2024,Woodward St And Willowrun Dr in Austin (TX),Stray,Normal,Cat,Unknown,0 years,Domestic Shorthair,Orange Tabby
A909310,,07/12/2024 05:02:00 PM,July 2024,Woodward St And Willowrun Dr in Austin (TX),Stray,Normal,Cat,Unknown,0 years,Domestic Shorthair,Orange Tabby
A909309,,07/12/2024 05:02:00 PM,July 2024,Woodward St And Willowrun Dr in Austin (TX),Stray,Normal,Cat,Unknown,0 years,Domestic Shorthair,Orange Tabby
A909307,,07/12/2024 05:02:00 PM,July 2024,Woodward St And Willowrun Dr in Austin (TX),Stray,Normal,Cat,Intact Male,7 months,Domestic Shorthair,Orange Tabby
A714953,Lila,07/13/2024 07:52:00 AM,July 2024,Bolm Rd And Walton Ln in Austin (TX),Stray,Sick,Dog,Spayed Female,11 years,Cocker Spaniel Mix,Red
A909301,Sybil,07/13/2024 09:51:00 AM,July 2024,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Spayed Female,1 year,Domestic Shorthair,Black/Black
A909303,*Winnie,07/13/2024 11:15:00 AM,July 2024,Adalee Avenue Abd Manor Road in Austin (TX),Stray,Injured,Cat,Intact Female,1 year,Siamese,Lynx Point
A909314,Muneco,07/13/2024 12:23:00 PM,July 2024,8225 Cross Park Drive in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,German Shepherd,Black/Brown
A909320,Scott,07/13/2024 12:36:00 PM,July 2024,Wood Hollow Drive in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Labrador Retriever Mix,White
A909319,79 Grams,07/13/2024 01:08:00 PM,July 2024,Charles Abraham Way in Travis (TX),Stray,Neonatal,Cat,Intact Male,3 days,Domestic Shorthair,Blue
A908022,*Bruce,07/13/2024 01:41:00 PM,July 2024,Spicewood And Bintliff Dr in Travis (TX),Stray,Normal,Dog,Intact Male,3 years,Shiba Inu Mix,Tricolor
A909324,*George,07/13/2024 02:25:00 PM,July 2024,10015 Lake Creek Pkwy in Austin (TX),Stray,Sick,Cat,Intact Male,1 month,Domestic Medium Hair,Brown Tabby
A909321,Cash,07/13/2024 02:36:00 PM,July 2024,Austin (TX),Owner Surrender,Injured,Dog,Intact Male,9 months,Bulldog/American Pit Bull Terrier,Blue/White
A909328,165 Grams,07/13/2024 02:54:00 PM,July 2024,1175 Nickols in Austin (TX),Stray,Neonatal,Cat,Intact Female,1 week,Domestic Shorthair,Brown Tabby/White
A909329,139 Grams,07/13/2024 02:54:00 PM,July 2024,1175 Nickols in Austin (TX),Stray,Neonatal,Cat,Intact Male,1 week,Domestic Shorthair,Brown Tabby/White
A909331,145 Grams,07/13/2024 02:54:00 PM,July 2024,1175 Nickols in Austin (TX),Stray,Neonatal,Cat,Intact Male,1 week,Domestic Shorthair,Brown Tabby
A909330,169 Grams,07/13/2024 02:54:00 PM,July 2024,1175 Nickols in Austin (TX),Stray,Neonatal,Cat,Intact Male,1 week,Domestic Shorthair,Brown Tabby/White
A731082,Chauncey,07/13/2024 04:26:00 PM,July 2024,12209 Tavira Dr in Travis (TX),Stray,Normal,Dog,Neutered Male,9 years,Dachshund Mix,White/Tan
A909340,Galileo,07/13/2024 05:51:00 PM,July 2024,208 East Wells Branch Pkwy in Pflugerville (TX),Stray,Feral,Cat,Intact Male,2 years,Domestic Shorthair,Orange Tabby
A904118,Major,07/14/2024 03:05:00 AM,July 2024,1410 Broadmoor Dr in Austin (TX),Public Assist,Injured,Dog,Intact Male,1 year,Pit Bull,Brown/White
A909341,,07/14/2024 07:25:00 AM,July 2024,Guadalupe St And W 38Th in Austin (TX),Wildlife,Injured,Bird,Unknown,2 years,Grackle,Black
A909347,,07/14/2024 07:34:00 AM,July 2024,6000 Loyola Ln in Austin (TX),Stray,Injured,Dog,Intact Female,12 years,German Shepherd/Australian Shepherd,Brown/Black
A909351,228 G,07/14/2024 09:01:00 AM,July 2024,1000 E 41St Street in Austin (TX),Abandoned,Neonatal,Cat,Intact Male,1 weeks,Domestic Shorthair,Orange Tabby
A909350,220 G,07/14/2024 09:01:00 AM,July 2024,1000 E 41St Street in Austin (TX),Abandoned,Neonatal,Cat,Intact Female,1 weeks,Domestic Shorthair,Orange Tabby
A909355,221 G,07/14/2024 09:01:00 AM,July 2024,1000 E 41St Street in Austin (TX),Abandoned,Neonatal,Cat,Intact Male,1 weeks,Domestic Shorthair,Flame Point
A909349,211 G,07/14/2024 09:01:00 AM,July 2024,1000 E 41St Street in Austin (TX),Abandoned,Neonatal,Cat,Intact Female,1 weeks,Domestic Shorthair,Orange Tabby
A909353,222 G,07/14/2024 09:01:00 AM,July 2024,1000 E 41St Street in Austin (TX),Abandoned,Neonatal,Cat,Intact Female,1 weeks,Domestic Shorthair,Orange Tabby
A909356,186 G,07/14/2024 09:01:00 AM,July 2024,1000 E 41St Street in Austin (TX),Abandoned,Neonatal,Cat,Intact Male,1 weeks,Domestic Shorthair,Flame Point
A909354,316 G,07/14/2024 09:01:00 AM,July 2024,1000 E 41St Street in Austin (TX),Abandoned,Neonatal,Cat,Intact Male,1 weeks,Domestic Shorthair,Flame Point
A909352,180 G,07/14/2024 09:01:00 AM,July 2024,1000 E 41St Street in Austin (TX),Abandoned,Neonatal,Cat,Intact Female,1 weeks,Domestic Shorthair,Orange Tabby
A730569,Mama,07/14/2024 11:33:00 AM,July 2024,10914 Shawn Lee Cove in Austin (TX),Stray,Normal,Dog,Spayed Female,10 years,Pit Bull Mix,Blue/White
A909361,,07/14/2024 12:06:00 PM,July 2024,9Th Street And Norhtwestern in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Blue Tabby
A909366,*Millie,07/14/2024 12:27:00 PM,July 2024,7201 Levander Loop in Austin (TX),Stray,Neonatal,Cat,Intact Female,1 day,Domestic Shorthair,Brown Tabby/White
A909363,*Max,07/14/2024 12:27:00 PM,July 2024,7201 Levander Loop in Austin (TX),Stray,Neonatal,Cat,Intact Male,1 day,Domestic Shorthair,Blue/White
A909368,*Maya,07/14/2024 12:27:00 PM,July 2024,7201 Levander Loop in Austin (TX),Stray,Neonatal,Cat,Intact Female,1 day,Domestic Shorthair,Brown Tabby
A909367,*Milo,07/14/2024 12:27:00 PM,July 2024,7201 Levander Loop in Austin (TX),Stray,Neonatal,Cat,Intact Male,1 day,Domestic Shorthair,Brown Tabby
A909365,Piper,07/14/2024 12:31:00 PM,July 2024,Munson Street And Gunter Street in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Miniature Schnauzer Mix,Black/White
A909369,,07/14/2024 12:32:00 PM,July 2024,525 West Slaughter Lane And South First Street in Austin (TX),Stray,Sick,Dog,Intact Male,9 months,Maltese/Miniature Poodle,Cream
