"","Animal ID","Name","IntakeType","IntakeCondition","AnimalType","Sex","Age","OutcomeType","OutcomeDate","LengthofStay","DOB","log_LOS","log_Age","sqrt_Age","Adoption","age2"
"4951","A905072","*Lemmy","Stray","Normal","Cat","Intact Male",0.25,"Adoption",2024-07-03,48,2024-04-01,3.89182029811063,0.0969100130080564,0.405465108108164,1,0.5
"4952","A905074","*Phoebe","Stray","Medical","Cat","Intact Female",0.25,"Adoption",2024-07-19,64,2024-04-10,4.17438726989564,0.0969100130080564,0.405465108108164,1,0.5
"4953","A905075","*Rachel","Stray","Medical","Cat","Intact Female",0.25,"Adoption",2024-07-19,64,2024-04-10,4.17438726989564,0.0969100130080564,0.405465108108164,1,0.5
"4954","A905076","*Monica","Stray","Medical","Cat","Intact Female",0.25,"Adoption",2024-07-13,58,2024-04-10,4.07753744390572,0.0969100130080564,0.405465108108164,1,0.5
"4955","A905077","*Lucien","Owner Surrender","Normal","Dog","Neutered Male",2,"Transfer",2024-09-25,37,2022-05-16,3.63758615972639,0.477121254719662,0.881373587019543,0,1.4142135623731
"4956","A905077","*Lucien","Stray","Normal","Dog","Intact Male",2,"Adoption",2024-07-26,71,2022-05-16,4.27666611901606,0.477121254719662,0.881373587019543,1,1.4142135623731
"4957","A905078","Freckles","Stray","Normal","Cat","Spayed Female",1,"Return to Owner",2024-05-21,5,2023-04-16,1.79175946922805,0.301029995663981,0.693147180559945,0,1
"4958","A905079","Tiana","Stray","Normal","Cat","Spayed Female",1,"Return to Owner",2024-05-21,5,2023-05-16,1.79175946922805,0.301029995663981,0.693147180559945,0,1
"4959","A905080",NA,"Stray","Normal","Cat","Intact Female",0.25,"Adoption",2024-08-07,83,2024-04-28,4.43081679884331,0.0969100130080564,0.405465108108164,1,0.5
"4960","A905081",NA,"Stray","Normal","Cat","Intact Female",0.25,"Adoption",2024-08-07,83,2024-04-28,4.43081679884331,0.0969100130080564,0.405465108108164,1,0.5
"4961","A905085",NA,"Stray","Neonatal","Cat","Unknown",0.00821917808219178,"Transfer",2024-05-16,0,2024-05-13,0,0.00355495421704299,0.0867827267349504,0,0.0906596827823249
"4962","A905086",NA,"Stray","Neonatal","Cat","Unknown",0.00821917808219178,"Transfer",2024-05-16,0,2024-05-13,0,0.00355495421704299,0.0867827267349504,0,0.0906596827823249
"4963","A905087",NA,"Stray","Neonatal","Cat","Unknown",0.00821917808219178,"Transfer",2024-05-16,0,2024-05-13,0,0.00355495421704299,0.0867827267349504,0,0.0906596827823249
"4964","A905088",NA,"Stray","Neonatal","Cat","Unknown",0.0384615384615385,"Transfer",2024-05-16,0,2024-05-01,0,0.0163904161881694,0.179079753772601,0,0.196116135138184
"4965","A905089",NA,"Stray","Neonatal","Cat","Unknown",0.00821917808219178,"Transfer",2024-05-16,0,2024-05-13,0,0.00355495421704299,0.0867827267349504,0,0.0906596827823249
"4966","A905090",NA,"Stray","Neonatal","Cat","Unknown",0.00821917808219178,"Transfer",2024-05-16,0,2024-05-13,0,0.00355495421704299,0.0867827267349504,0,0.0906596827823249
"4967","A905092","Kitty Kitty","Stray","Medical","Cat","Intact Male",1,"Euthanasia",2024-05-21,4,2023-05-16,1.6094379124341,0.301029995663981,0.693147180559945,0,1
"4968","A905096","Nilla","Stray","Normal","Dog","Intact Female",2,"Adoption",2024-06-10,25,2022-05-16,3.25809653802148,0.477121254719662,0.881373587019543,1,1.4142135623731
"4969","A905110","Layla","Public Assist","Normal","Dog","Intact Female",3,"Return to Owner",2024-05-20,3,2021-05-17,1.38629436111989,0.602059991327962,1.00505253874238,0,1.73205080756888
"4970","A905113","*Henry Turner","Stray","Medical","Bird","Unknown",0.25,"Adoption",2024-05-24,7,2024-02-17,2.07944154167984,0.0969100130080564,0.405465108108164,1,0.5
"4971","A905115",NA,"Stray","Normal","Cat","Unknown",2,"Transfer",2024-05-20,3,2022-05-17,1.38629436111989,0.477121254719662,0.881373587019543,0,1.4142135623731
"4972","A905116","390G","Stray","Normal","Cat","Intact Male",0.0769230769230769,"Transfer",2024-05-17,0,2024-04-17,0,0.0321846833714012,0.244787696181578,0,0.277350098112615
"4973","A905117","314G","Stray","Normal","Cat","Intact Female",0.0769230769230769,"Transfer",2024-05-17,0,2024-04-17,0,0.0321846833714012,0.244787696181578,0,0.277350098112615
"4974","A905118","234G","Stray","Normal","Cat","Intact Female",0.0769230769230769,"Transfer",2024-05-17,0,2024-04-17,0,0.0321846833714012,0.244787696181578,0,0.277350098112615
"4975","A905119","306G","Stray","Normal","Cat","Intact Female",0.0769230769230769,"Transfer",2024-05-17,0,2024-04-17,0,0.0321846833714012,0.244787696181578,0,0.277350098112615
"4976","A905120",NA,"Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-07-03,34,2024-04-30,3.55534806148941,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4977","A905123",NA,"Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-07-03,34,2024-04-30,3.55534806148941,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4978","A905124",NA,"Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-07-03,34,2024-04-30,3.55534806148941,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4979","A905126",NA,"Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-07-03,34,2024-04-30,3.55534806148941,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4980","A905128",NA,"Stray","Normal","Cat","Unknown",2,"Transfer",2024-05-20,3,2022-05-17,1.38629436111989,0.477121254719662,0.881373587019543,0,1.4142135623731
"4981","A905129",NA,"Stray","Medical","Cat","Intact Female",0.0384615384615385,"Transfer",2024-05-20,3,2024-05-01,1.38629436111989,0.0163904161881694,0.179079753772601,0,0.196116135138184
"4982","A905130","Boris","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-06-20,34,2024-04-02,3.55534806148941,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4983","A905131","Daphne","Stray","Normal","Dog","Intact Female",3,"Adoption",2024-05-23,6,2021-05-17,1.94591014905531,0.602059991327962,1.00505253874238,1,1.73205080756888
"4984","A905132",NA,"Stray","Medical","Cat","Unknown",3,"Disposal",2024-05-21,4,2021-05-17,1.6094379124341,0.602059991327962,1.00505253874238,0,1.73205080756888
"4985","A905133","*Belle","Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-06-14,28,2024-04-05,3.36729582998647,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4986","A905134",NA,"Stray","Normal","Cat","Unknown",2,"Transfer",2024-05-20,3,2022-05-17,1.38629436111989,0.477121254719662,0.881373587019543,0,1.4142135623731
"4987","A905135","*Mandy","Stray","Normal","Cat","Intact Female",1,"Transfer",2024-06-03,17,2023-05-17,2.89037175789616,0.301029995663981,0.693147180559945,0,1
"4988","A905136","*Andy","Stray","Normal","Cat","Intact Male",0.0833333333333333,"Transfer",2024-06-03,17,2024-04-17,2.89037175789616,0.0347621062592119,0.253614663173636,0,0.288675134594813
"4989","A905137","*Randy","Stray","Normal","Cat","Intact Male",0.0833333333333333,"Euthanasia",2024-06-01,15,2024-04-17,2.77258872223978,0.0347621062592119,0.253614663173636,0,0.288675134594813
"4990","A905138","*Sandy","Stray","Normal","Cat","Intact Female",0.0833333333333333,"Euthanasia",2024-06-01,15,2024-04-17,2.77258872223978,0.0347621062592119,0.253614663173636,0,0.288675134594813
"4991","A905140","*Kitkat","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-06-20,34,2024-04-11,3.55534806148941,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4992","A905141",NA,"Stray","Medical","Dog","Intact Male",0.5,"Euthanasia",2024-05-21,4,2023-11-17,1.6094379124341,0.176091259055681,0.53479999673957,0,0.707106781186548
"4993","A905142","*Sebastian","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-06-25,39,2024-04-03,3.68887945411394,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4994","A905144",NA,"Stray","Normal","Cat","Intact Male",3,"Adoption",2024-05-23,6,2021-05-17,1.94591014905531,0.602059991327962,1.00505253874238,1,1.73205080756888
"4995","A905145","Cosmo","Stray","Normal","Dog","Intact Male",1,"Adoption",2024-05-28,11,2023-05-17,2.484906649788,0.301029995663981,0.693147180559945,1,1
"4996","A905146","Prince","Stray","Normal","Dog","Intact Male",4,"Adoption",2024-05-23,6,2020-05-18,1.94591014905531,0.698970004336019,1.09861228866811,1,2
"4997","A905147","Penny Lane","Stray","Normal","Dog","Intact Female",3,"Adoption",2024-05-23,6,2021-05-19,1.94591014905531,0.602059991327962,1.00505253874238,1,1.73205080756888
"4998","A905148",NA,"Stray","Normal","Cat","Intact Male",0.0576923076923077,"Transfer",2024-05-21,4,2024-04-25,1.6094379124341,0.0243593458594447,0.215266392366067,0,0.240192230707631
"4999","A905149",NA,"Stray","Normal","Cat","Intact Female",0.0384615384615385,"Transfer",2024-05-20,3,2024-05-04,1.38629436111989,0.0163904161881694,0.179079753772601,0,0.196116135138184
"5000","A905151","Rocky","Owner Surrender","Normal","Dog","Neutered Male",0.333333333333333,"Adoption",2024-07-09,7,2024-03-07,2.07944154167984,0.1249387366083,0.455746394408326,1,0.577350269189626
"5001","A905151","Rocky","Owner Surrender","Normal","Dog","Neutered Male",0.25,"Adoption",2024-07-02,0,2024-03-07,0,0.0969100130080564,0.405465108108164,1,0.5
"5002","A905151","Rocky","Owner Surrender","Normal","Dog","Neutered Male",0.333333333333333,"Adoption",2024-07-09,14,2024-03-07,2.70805020110221,0.1249387366083,0.455746394408326,1,0.577350269189626
"5003","A905151","Rocky","Owner Surrender","Normal","Dog","Neutered Male",0.25,"Adoption",2024-07-02,7,2024-03-07,2.07944154167984,0.0969100130080564,0.405465108108164,1,0.5
"5004","A905151","Rocky","Stray","Normal","Dog","Intact Male",0.25,"Adoption",2024-06-20,34,2024-03-07,3.55534806148941,0.0969100130080564,0.405465108108164,1,0.5
"5005","A905151","Rocky","Stray","Normal","Dog","Intact Male",0.25,"Adoption",2024-07-02,46,2024-03-07,3.85014760171006,0.0969100130080564,0.405465108108164,1,0.5
"5006","A905152",NA,"Stray","Normal","Cat","Intact Male",0.0576923076923077,"Transfer",2024-05-21,4,2024-04-25,1.6094379124341,0.0243593458594447,0.215266392366067,0,0.240192230707631
"5007","A905153",NA,"Stray","Normal","Cat","Intact Female",0.0576923076923077,"Transfer",2024-05-21,4,2024-04-25,1.6094379124341,0.0243593458594447,0.215266392366067,0,0.240192230707631
"5008","A905154",NA,"Stray","Normal","Cat","Intact Male",0.0576923076923077,"Transfer",2024-05-21,4,2024-04-25,1.6094379124341,0.0243593458594447,0.215266392366067,0,0.240192230707631
"5009","A905156",NA,"Stray","Normal","Dog","Intact Female",0.166666666666667,"Adoption",2024-07-17,36,2024-04-20,3.61091791264422,0.0669467896306132,0.342346584848305,1,0.408248290463863
"5010","A905157","*Espresso","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-05-22,5,2024-03-17,1.79175946922805,0.0669467896306132,0.342346584848305,1,0.408248290463863
"5011","A905158",NA,"Stray","Normal","Dog","Intact Female",0.166666666666667,"Adoption",2024-07-17,36,2024-04-20,3.61091791264422,0.0669467896306132,0.342346584848305,1,0.408248290463863
"5012","A905159","*Macchiato","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-05-23,6,2024-03-17,1.94591014905531,0.0669467896306132,0.342346584848305,1,0.408248290463863
"5013","A905160","Ajax","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-05-23,6,2024-03-17,1.94591014905531,0.0669467896306132,0.342346584848305,1,0.408248290463863
"5014","A905161","*Katerina","Stray","Normal","Cat","Intact Female",12,"Euthanasia",2024-06-12,26,2012-05-28,3.29583686600433,1.11394335230684,1.49606798806764,0,3.46410161513775
"5015","A905163","Ares","Owner Surrender","Normal","Dog","Intact Male",2,"Transfer",2024-06-18,32,2022-05-17,3.49650756146648,0.477121254719662,0.881373587019543,0,1.4142135623731
"5016","A905166","Birdie","Stray","Normal","Dog","Intact Female",0.416666666666667,"Adoption",2024-08-06,69,2024-02-14,4.24849524204936,0.151267675330649,0.498042602598196,1,0.645497224367903
"5017","A905168",NA,"Stray","Normal","Dog","Intact Male",0.166666666666667,"Transfer",2024-05-17,0,2024-03-02,0,0.0669467896306132,0.342346584848305,0,0.408248290463863
"5018","A905169",NA,"Stray","Normal","Dog","Intact Male",0.166666666666667,"Transfer",2024-05-17,0,2024-03-02,0,0.0669467896306132,0.342346584848305,0,0.408248290463863
"5019","A905170",NA,"Stray","Normal","Dog","Intact Male",0.166666666666667,"Transfer",2024-05-17,0,2024-03-02,0,0.0669467896306132,0.342346584848305,0,0.408248290463863
"5020","A905171",NA,"Stray","Normal","Dog","Intact Female",0.166666666666667,"Transfer",2024-05-17,0,2024-03-02,0,0.0669467896306132,0.342346584848305,0,0.408248290463863
"5021","A905172",NA,"Stray","Medical","Cat","Intact Male",0.0576923076923077,"Euthanasia",2024-05-22,5,2024-04-25,1.79175946922805,0.0243593458594447,0.215266392366067,0,0.240192230707631
"5022","A905176",NA,"Owner Surrender","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-07-09,53,2024-04-17,3.98898404656427,0.0669467896306132,0.342346584848305,1,0.408248290463863
"5023","A905177","Phil","Stray","Normal","Dog","Neutered Male",9,"Adoption",2024-06-24,38,2015-05-17,3.66356164612965,1,1.38629436111989,1,3
"5024","A905178",NA,"Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-07-09,53,2024-04-14,3.98898404656427,0.0669467896306132,0.342346584848305,1,0.408248290463863
"5025","A905180","Mason","Abandoned","Normal","Dog","Intact Male",0.833333333333333,"Adoption",2024-06-14,28,2023-07-18,3.36729582998647,0.263241434774581,0.648605217808274,1,0.912870929175277
"5026","A905181","Dandelion","Abandoned","Normal","Dog","Intact Female",0.833333333333333,"Adoption",2024-06-20,34,2023-08-18,3.55534806148941,0.263241434774581,0.648605217808274,1,0.912870929175277
"5027","A905182",NA,"Stray","Normal","Cat","Intact Female",0.0833333333333333,"Adoption",2024-05-23,6,2024-03-30,1.94591014905531,0.0347621062592119,0.253614663173636,1,0.288675134594813
"5028","A905183",NA,"Stray","Neonatal","Cat","Intact Female",0.25,"Adoption",2024-07-15,59,2024-04-14,4.0943445622221,0.0969100130080564,0.405465108108164,1,0.5
"5029","A905184","Majesty","Stray","Normal","Cat","Intact Female",1,"Adoption",2024-06-14,28,2023-05-18,3.36729582998647,0.301029995663981,0.693147180559945,1,1
"5030","A905186","*Royal","Stray","Normal","Cat","Intact Male",0.0576923076923077,"Transfer",2024-05-22,5,2024-04-28,1.79175946922805,0.0243593458594447,0.215266392366067,0,0.240192230707631
"5031","A905187",NA,"Stray","Normal","Cat","Unknown",2,"Transfer",2024-05-20,3,2022-05-17,1.38629436111989,0.477121254719662,0.881373587019543,0,1.4142135623731
"5032","A905188","*Indigo","Stray","Normal","Cat","Intact Female",0.0576923076923077,"Transfer",2024-05-22,5,2024-04-28,1.79175946922805,0.0243593458594447,0.215266392366067,0,0.240192230707631
"5033","A905189","*Cobalt","Stray","Normal","Cat","Intact Male",0.0576923076923077,"Transfer",2024-05-22,5,2024-04-28,1.79175946922805,0.0243593458594447,0.215266392366067,0,0.240192230707631
"5034","A905190","Bumble","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-05-23,6,2024-03-17,1.94591014905531,0.0669467896306132,0.342346584848305,1,0.408248290463863
"5035","A905195","Toby","Stray","Medical","Dog","Neutered Male",2,"Transfer",2024-05-18,1,2021-10-19,0.693147180559945,0.477121254719662,0.881373587019543,0,1.4142135623731
"5036","A905196",NA,"Stray","Medical","Cat","Intact Male",0.0833333333333333,"Died",2024-05-26,9,2024-04-17,2.30258509299405,0.0347621062592119,0.253614663173636,0,0.288675134594813
"5037","A905197",NA,"Stray","Medical","Cat","Intact Male",0.0769230769230769,"Transfer",2024-05-26,9,2024-04-26,2.30258509299405,0.0321846833714012,0.244787696181578,0,0.277350098112615
"5038","A905198",NA,"Stray","Medical","Cat","Intact Female",0.0769230769230769,"Transfer",2024-05-26,9,2024-04-26,2.30258509299405,0.0321846833714012,0.244787696181578,0,0.277350098112615
"5039","A905206",NA,"Stray","Medical","Dog","Intact Female",0.0833333333333333,"Adoption",2024-05-23,5,2024-03-23,1.79175946922805,0.0347621062592119,0.253614663173636,1,0.288675134594813
"5040","A905207","Juno","Stray","Medical","Dog","Intact Male",0.166666666666667,"Adoption",2024-05-24,6,2024-03-23,1.94591014905531,0.0669467896306132,0.342346584848305,1,0.408248290463863
"5041","A905208","*Bean Burrito","Stray","Medical","Dog","Intact Female",0.166666666666667,"Adoption",2024-05-25,7,2024-03-23,2.07944154167984,0.0669467896306132,0.342346584848305,1,0.408248290463863
"5042","A905219","Jaeger","Public Assist","Normal","Dog","Neutered Male",8,"Return to Owner",2024-05-21,3,2016-05-18,1.38629436111989,0.954242509439325,1.34245404645353,0,2.82842712474619
"5043","A905220","Fiona","Stray","Medical","Dog","Intact Female",1,"Adoption",2024-06-28,41,2023-05-18,3.73766961828337,0.301029995663981,0.693147180559945,1,1
"5044","A905223",NA,"Stray","Normal","Dog","Intact Female",1,"Adoption",2024-06-14,16,2023-05-29,2.83321334405622,0.301029995663981,0.693147180559945,1,1
"5045","A905224","*Valentina","Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-06-17,30,2024-04-06,3.43398720448515,0.0669467896306132,0.342346584848305,1,0.408248290463863
"5046","A905226","*Sunday","Stray","Normal","Cat","Intact Female",0.25,"Adoption",2024-07-31,74,2024-04-28,4.31748811353631,0.0969100130080564,0.405465108108164,1,0.5
"5047","A905227","*Saturday","Stray","Normal","Cat","Intact Female",0.25,"Adoption",2024-07-31,74,2024-04-28,4.31748811353631,0.0969100130080564,0.405465108108164,1,0.5
"5048","A905228",NA,"Stray","Medical","Cat","Intact Female",0.0769230769230769,"Transfer",2024-05-21,3,2024-04-21,1.38629436111989,0.0321846833714012,0.244787696181578,0,0.277350098112615
"5049","A905230","Leo","Stray","Normal","Dog","Neutered Male",1,"Rto-Adopt",2024-05-23,5,2023-05-18,1.79175946922805,0.301029995663981,0.693147180559945,0,1
"5050","A905231","Dove","Stray","Medical","Cat","Intact Female",0.166666666666667,"Adoption",2024-07-06,49,2024-04-11,3.91202300542815,0.0669467896306132,0.342346584848305,1,0.408248290463863
"5051","A905232",NA,"Stray","Medical","Cat","Intact Female",1,"Transfer",2024-06-03,16,2023-05-18,2.83321334405622,0.301029995663981,0.693147180559945,0,1
"5052","A905233","*Lottie","Stray","Normal","Cat","Intact Female",2,"Transfer",2024-06-04,17,2022-05-18,2.89037175789616,0.477121254719662,0.881373587019543,0,1.4142135623731
